period_date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
2000-01-01,16.6,21.429966599730545,-3.695122709199531,,,1.09734782777314,-0.607032076666452,-0.112284436624176,0.72651770508424,9.27818636953197,-0.231108543390046,-0.163657296436121,0.043863972669963,0.363453024275856,0.036472125111304,0.9,0.122361932263259,0.0294460915973329,0.689255841874021,-0.578955837215632,3.39563053025756,7.21895108340831,9.49919625811134,-0.333670170657857,0.421320562146109,,,,,-0.017051092530457,-0.10291,,,1.95103685385327,9.436867821355602,-2.265951289601343,-39.9140535955964,-73.20397048460802,-4.639011728651269,0.958676255830413,18.486160520929545,-41.20024889291828,-2.146127610192877,9.97448057688106,6.542308002398627,-1.99774360364162,-13.753425587615284,-8.7,-15.643818481888411,3.65886768751276,0.68,6.542308002398627,-119176.74184559892,-2.233696964435873,-11.554155655013597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-01,-7.0,-3.2040885926130604,-12.600901651075992,,,0.0780964026798735,-0.652305875985134,-0.457962530582081,-0.7987264172126388,0.569819760730726,-0.13223385461639,-0.277194245999091,-0.718241614640128,5.226579885719661,0.2111326427317116,2.9,-0.181101838637355,0.152300548214623,-0.23978672839948,-0.633489247122408,0.17728474001888,0.263154619050647,0.480141785521526,-0.82830975358931,2.43179637671085,,,,,0.0,0.1936200000000001,,,1.9130999929484,-9.649316707993608,-0.9349550596877768,-43.89029817317677,-58.9202750369077,0.0,21.494887975748394,-3.5080198061129693,-38.8396493404052,0.5812507975914443,8.317909107961418,-1.0684596535321518,0.5993190858003317,-13.753425587615284,-10.3,-16.107448283082736,-0.0853179270631443,0.89,-1.0684596535321518,228056.52189360585,1.960141561592934,-11.463845878856656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-01,-0.4,9.976367630760492,2.545618123221712,,,-0.104167901755119,-0.791872876957719,-0.019960804836669,-0.196479324558994,0.0965061106197527,-0.167980455453058,-0.0868492433523784,1.20613672154693,0.0,-0.3369251171091407,1.6,-0.0365265733946655,-0.0064557888078499,-0.195408984323736,-0.806706613535079,0.242323866172279,0.932195088380385,0.0782794439230527,3.04309795306867,0.172040856741611,,,,,0.0057182922727565,0.21028,,,1.88424925517871,10.745258095549165,-0.0774361950739148,-42.08693225503024,-58.9202750369077,-2.1354474174507896,10.866131698209962,-2.9357280801531225,-38.760807553789,0.5191822963801513,6.128898513235121,-0.8206445174612114,3.296317389940686,-13.753425587615284,-10.2,-15.458269701422465,-0.4264207779410363,1.11,-0.8206445174612114,0.0,-0.2727420930071869,-10.287308160431175,,,,,,,,,,,1.3389999999999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-01,4.0,-7.615776518864417,-7.905504153036935,,,0.0048595748923748,-0.299738662314914,-0.294601078628135,-0.107166969958147,1.31944241004755,-0.105952271487387,-0.946969743998746,0.469712154041931,0.0,0.1075195299341249,0.0,-0.308656406670512,-0.245578757951265,0.0248556321354104,-0.372525055192717,0.341678151509018,1.1555737240236,1.63676437712525,-0.190161635269942,0.227338273096829,,,,,0.0280786676154969,0.1782399999999997,,,1.84613730872858,-1.6756600489126394,3.6019053281821165,-43.24183490749438,-80.56186171440608,-2.288609044565673,6.009378842306328,-6.760941180228482,-25.26653489514905,0.0976148659790823,7.439356133079296,-2.9584813279312385,3.596113113543371,0.9883133312294508,-13.5,-21.094856280727598,7.463683471389977,1.05,-2.9584813279312385,-108879.78004800693,-0.4754019209338089,-15.236086022742416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01,2.7,-7.515465956214549,4.368773575878974,,,-0.374346335444392,-0.501355447422615,-0.0975453389975584,-0.0743417316302459,-0.0621857026046031,-0.253584469632092,-0.250688759180754,-1.32000469819917,0.0,0.001324287598701,0.8,-0.206093832284969,-0.0294682246446549,-0.521697909825299,-0.387078312203637,-0.354144734198571,-0.559689999293915,-0.0890945140476237,-2.38603372322106,0.112768868038939,,,,,0.0164512888421182,0.4367700000000001,,,1.6997537456998,-5.319844420849925,-0.1619614344612685,-40.63945026484056,-70.7822516681523,-0.8168268952957192,7.256250466367733,-0.7883555671433982,-25.34754412194226,-0.843191251924786,5.694256367180712,-0.9435064297966136,-2.1976417107370487,0.9883133312294508,-12.8,-20.358077776174284,-0.2590709680380882,1.26,-0.9435064297966136,140792.42440421134,1.227412423199528,-15.682604578849102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-01,-11.2,6.387859739705904,9.187980106979907,,,0.481538722191137,0.705124212088053,-0.447756967248687,0.1008275958340909,0.0303909448364159,-0.389925162931159,-0.262101679000399,3.6811448545362,0.0,0.289090542629914,1.0,-0.177032523476145,-0.0111008667701243,0.502411525624058,0.425991271109414,0.590093269512855,1.85948960561368,0.0182142273873783,7.55004375664531,0.163402397771063,,,,,0.0161668109632779,0.1396800000000002,,,1.80987632975216,14.89728096035941,0.8134929469493812,-40.566960977335526,-63.6143136164442,-1.7916323840800343,11.163104202441003,0.3673597392496823,-26.23758176186845,-0.7086216400601799,5.369054893023891,-0.3760003762633701,-1.698141148579836,0.9883133312294508,-13.6,-18.79011600801688,0.2590709680380882,1.28,-0.3760003762633701,156569.16635761573,1.1054656542512262,-15.682604578849102,,,,,,,,,,,0.8880000000000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-01,36.6,4.293447377998467,-6.318493119252853,,,-0.0913928936707682,0.453449292776361,-0.230498919078081,0.1233715341826518,-0.136724724036169,-0.127455277842578,-0.760886057985223,-0.107570846899231,0.0,-0.0582576929734889,0.0,-0.208723266640623,-0.52350504955487,0.142386393403646,0.457119408975364,-0.152094124603301,-0.0480372370727111,-0.0398543671494196,-0.653708864358948,-0.0225173816365634,,,,,0.010624587070195,0.0811700000000001,,,1.83096426465009,-1.4981238327105777,3.312893674948455,-39.260227382213934,-93.11732532927574,5.622374939968669,1.6479120039836708,-5.114913649937595,-15.656349786858588,-0.7681403101161806,1.7439020263435532,-2.8419489082459606,1.5982496341630394,7.650191928756983,-11.8,-25.9603012079525,1.297424956126548,1.2,-2.8419489082459606,-488241.69671854586,-2.7385091869795666,-19.59234854515918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-01,1.5,4.093923248021585,0.7929736674357822,,,-0.160801834757625,0.0018792700828568,-0.219442849459404,-0.1798600593100158,-0.397418395932508,-0.0888781892838706,-0.144127586278181,-1.47678605609109,0.0,0.0791210671623847,0.0,0.23838051759642,-0.532911573836846,-0.288838422005983,-0.0276205633215797,-0.445229725276972,-1.04620898778052,-0.143177583291518,-3.00076610008648,0.181077941590845,,,,,0.0,0.1941899999999998,,,1.66931709235195,-9.502023050500007,0.8238205388372251,-41.50846144948782,-75.64134633339107,2.7764250313788867,29.86550104365396,1.6351999271617146,-15.572867809656932,-0.2549377872632945,1.7439020263435532,0.5556808364612849,0.4994586709238682,7.650191928756983,-12.2,-25.593980415852204,0.5199689751681227,1.15,0.5556808364612849,244776.170453588,2.599528273691167,-19.32680803641264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-01,-0.7,4.293447377998467,8.906652208883333,,,0.343676789655977,0.268200375936069,-0.201633947457053,-0.5421625683004929,0.405341847077989,-0.201658914942348,0.143374727511369,1.05398077669708,0.0,-0.551183910792754,3.5,0.265504634820423,0.408320337760639,0.206295886537173,0.259409845563089,0.0846259303185726,0.867424990856782,0.395168277377602,1.8191557892128,0.380534193629133,,,,,-0.0052971956253444,0.0757199999999995,,,1.60017184865905,5.378401087067213,-0.2614162092434178,-37.36607129604862,-83.04443032094318,-9.4505062342668,26.806689427099464,2.4847418376962764,-13.813138115610853,-0.0954609416748368,0.5047920375629175,1.069631207999791,0.0,7.650191928756983,-11.7,-26.05186038892564,0.954829227430114,1.25,1.069631207999791,629351.4055383562,3.775063040840864,-19.415337197683144,,,,,,,,,,,0.7090000000000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-01,-1.1,-15.042493762409311,-20.483651402862684,,,-0.016848853390814,-0.329500887974098,-0.0714561568815928,0.10578925568162,0.265107600017872,-0.220257965079158,-0.0619934480769811,0.595097368284646,0.0,-0.147872533834476,0.1,0.213476258512755,0.0855136847589396,-0.16156313586663,-0.199181171035208,0.115203453801435,0.766767188614195,0.292799628498939,0.913513339653599,0.141030715015207,,,,,-0.0214942024081286,0.18846,,,1.51133756724338,2.3922247458847634,0.7878885234570525,-38.89658713976692,-70.7822516681523,4.445700235112907,12.967513078242876,-1.9188169532572128,-18.727143308336743,1.214913058987726,3.8613544225168432,0.0,-1.3984774334918555,9.51474319300637,-11.3,-24.31077355911362,-3.031294126762873,1.18,0.0,-534420.4355547705,-3.705602093019091,-19.85774921507548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
